Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона,Дата и время,Событие,Дата и время,Событие,Дата и время,Событие
"44-ФЗ;№0860200000824000314;Электронный аукцион;Поставка речного пассажирского судна на подводных крыльях;;'242645211102864520100100120033011244';;;160000000.00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА САРАТОВСКОЙ ОБЛАСТИ;""ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ """"ГОСУДАРСТВЕННОЕ АГЕНТСТВО ПО ЦЕНТРАЛИЗАЦИИ ЗАКУПОК"""""";02.02.2024;14.02.2024;Определение поставщика завершено;;02.02.2024;14.02.2024;",14.02.2024 15:40 (МСК+1),"Закупка № 0860200000824000314 автоматически переведена на этап «Определение поставщика завершено» в связи с размещением протокола, завершающего работу комиссии",14.02.2024 15:40 (МСК+1),"Размещен «Протокол подведения итогов определения поставщика (подрядчика, исполнителя) от 14.02.2024 №ИЭА1» для закупки №0860200000824000314",14.02.2024 15:40 (МСК+1),"От электронной площадки РОСЭЛТОРГ (АО«ЕЭТП») получен протокол подведения итогов определения поставщика (подрядчика, исполнителя).",14.02.2024 09:01 (МСК+1),Закупка №0860200000824000314 в части документа Извещение о проведении электронного аукциона от 02.02.2024 №0860200000824000314 автоматически переведена на этап «Работа комиссии»,02.02.2024 18:20 (МСК+1),Закупка №0860200000824000314 автоматически переведена на этап «Подача заявок»,02.02.2024 18:20 (МСК+1),Размещен документ «Извещение о проведении электронного аукциона от 02.02.2024 №0860200000824000314»
